"","...1","accuracy","seed","algorithm","dataset","task","SD"
"2030",9,73.5797739643613,9,"poisson","musk","image",3
"2031",0,72.6248996380155,0,"poissonbalanced","musk","image",3
"2032",1,68.3735598747522,1,"poissonbalanced","musk","image",3
"2033",2,76.1260395801295,2,"poissonbalanced","musk","image",3
"2034",3,79.5111040453953,3,"poissonbalanced","musk","image",3
"2035",4,72.1815603073736,4,"poissonbalanced","musk","image",3
"2036",5,72.9033028899224,5,"poissonbalanced","musk","image",3
"2037",6,73.3722930564081,6,"poissonbalanced","musk","image",3
"2038",7,68.0844152517694,7,"poissonbalanced","musk","image",3
"2039",8,72.3553639718542,8,"poissonbalanced","musk","image",3
"2040",9,77.8138683105736,9,"poissonbalanced","musk","image",3
"2041",0,71.6126201451447,0,"poissonvolume","musk","image",3
"2042",1,72.0524541145999,1,"poissonvolume","musk","image",3
"2043",2,64.6085071003208,2,"poissonvolume","musk","image",3
"2044",3,68.1220918136551,3,"poissonvolume","musk","image",3
"2045",4,72.6806663707059,4,"poissonvolume","musk","image",3
"2046",5,66.955853668334,5,"poissonvolume","musk","image",3
"2047",6,77.2886620776634,6,"poissonvolume","musk","image",3
"2048",7,74.943328468166,7,"poissonvolume","musk","image",3
"2049",8,76.5055193354137,8,"poissonvolume","musk","image",3
"2050",9,68.4348930690089,9,"poissonvolume","musk","image",3
"2051",0,80.7980021799097,0,"poissonmbo","musk","image",3
"2052",1,80.4151491072186,1,"poissonmbo","musk","image",3
"2053",2,74.9685265360765,2,"poissonmbo","musk","image",3
"2054",3,78.7423792459745,3,"poissonmbo","musk","image",3
"2055",4,82.7032795930524,4,"poissonmbo","musk","image",3
"2056",5,72.7965263759929,5,"poissonmbo","musk","image",3
"2057",6,81.3449462742215,6,"poissonmbo","musk","image",3
"2058",7,81.5045548769603,7,"poissonmbo","musk","image",3
"2059",8,84.5738995212769,8,"poissonmbo","musk","image",3
"2060",9,72.8260963703539,9,"poissonmbo","musk","image",3
"2061",0,73.9134240568835,0,"sparselabelpropagation","musk","image",3
"2062",1,75.1654674730708,1,"sparselabelpropagation","musk","image",3
"2063",2,72.8516060851019,2,"sparselabelpropagation","musk","image",3
"2064",3,77.370309366165,3,"sparselabelpropagation","musk","image",3
"2065",4,73.988623335142,4,"sparselabelpropagation","musk","image",3
"2066",5,76.5650340572007,5,"sparselabelpropagation","musk","image",3
"2067",6,76.7997546420065,6,"sparselabelpropagation","musk","image",3
"2068",7,75.8474926233643,7,"sparselabelpropagation","musk","image",3
"2069",8,79.4597499037986,8,"sparselabelpropagation","musk","image",3
"2070",9,78.8724924582557,9,"sparselabelpropagation","musk","image",3
"2071",0,87.4977815889028,0,"centeredkernel","musk","image",3
"2072",1,79.1823512275494,1,"centeredkernel","musk","image",3
"2073",2,83.2095681811606,2,"centeredkernel","musk","image",3
"2074",3,75.0712144037339,3,"centeredkernel","musk","image",3
"2075",4,72.3225867368559,4,"centeredkernel","musk","image",3
"2076",5,80.1055949362754,5,"centeredkernel","musk","image",3
"2077",6,81.0687015541543,6,"centeredkernel","musk","image",3
"2078",7,79.035589755593,7,"centeredkernel","musk","image",3
"2079",8,79.7890478691798,8,"centeredkernel","musk","image",3
"2080",9,76.947171167059,9,"centeredkernel","musk","image",3
"2081",0,99.9957710315141,0,"laplace","digits","image",3
"2082",1,100,1,"laplace","digits","image",3
"2083",2,84.1542202372998,2,"laplace","digits","image",3
"2084",3,100,3,"laplace","digits","image",3
"2085",4,99.3484132330693,4,"laplace","digits","image",3
"2086",5,100,5,"laplace","digits","image",3
"2087",6,98.2866267036571,6,"laplace","digits","image",3
"2088",7,100,7,"laplace","digits","image",3
"2089",8,100,8,"laplace","digits","image",3
"2090",9,100,9,"laplace","digits","image",3
"2091",0,100,0,"randomwalk","digits","image",3
"2092",1,100,1,"randomwalk","digits","image",3
"2093",2,100,2,"randomwalk","digits","image",3
"2094",3,100,3,"randomwalk","digits","image",3
"2095",4,100,4,"randomwalk","digits","image",3
"2096",5,96.1586336984181,5,"randomwalk","digits","image",3
"2097",6,98.6590869595894,6,"randomwalk","digits","image",3
"2098",7,96.9791813051454,7,"randomwalk","digits","image",3
"2099",8,100,8,"randomwalk","digits","image",3
"2100",9,96.8880986865685,9,"randomwalk","digits","image",3
"2101",0,98.8775915028532,0,"wnll","digits","image",3
"2102",1,100,1,"wnll","digits","image",3
"2103",2,99.8813150133493,2,"wnll","digits","image",3
"2104",3,99.9833101907669,3,"wnll","digits","image",3
"2105",4,99.5293627344567,4,"wnll","digits","image",3
"2106",5,100,5,"wnll","digits","image",3
"2107",6,100,6,"wnll","digits","image",3
"2108",7,100,7,"wnll","digits","image",3
"2109",8,95.2765762164046,8,"wnll","digits","image",3
"2110",9,100,9,"wnll","digits","image",3
"2111",0,100,0,"mean_shifted_laplace","digits","image",3
"2112",1,100,1,"mean_shifted_laplace","digits","image",3
"2113",2,95.9579742769818,2,"mean_shifted_laplace","digits","image",3
"2114",3,97.6715742951472,3,"mean_shifted_laplace","digits","image",3
"2115",4,93.7018335941044,4,"mean_shifted_laplace","digits","image",3
"2116",5,100,5,"mean_shifted_laplace","digits","image",3
"2117",6,100,6,"mean_shifted_laplace","digits","image",3
"2118",7,100,7,"mean_shifted_laplace","digits","image",3
"2119",8,98.2195536940155,8,"mean_shifted_laplace","digits","image",3
"2120",9,87.5096353301198,9,"mean_shifted_laplace","digits","image",3
"2121",0,99.0983701678714,0,"poissonmbo_old","digits","image",3
"2122",1,100,1,"poissonmbo_old","digits","image",3
"2123",2,96.755122974608,2,"poissonmbo_old","digits","image",3
"2124",3,100,3,"poissonmbo_old","digits","image",3
"2125",4,100,4,"poissonmbo_old","digits","image",3
"2126",5,100,5,"poissonmbo_old","digits","image",3
"2127",6,100,6,"poissonmbo_old","digits","image",3
"2128",7,100,7,"poissonmbo_old","digits","image",3
"2129",8,100,8,"poissonmbo_old","digits","image",3
"2130",9,98.1630403845295,9,"poissonmbo_old","digits","image",3
"2131",0,93.9491129906872,0,"poissonmbobalanced","digits","image",3
"2132",1,100,1,"poissonmbobalanced","digits","image",3
"2133",2,98.6269864042109,2,"poissonmbobalanced","digits","image",3
"2134",3,98.3879224518807,3,"poissonmbobalanced","digits","image",3
"2135",4,98.6660039981328,4,"poissonmbobalanced","digits","image",3
"2136",5,94.4117499941094,5,"poissonmbobalanced","digits","image",3
"2137",6,100,6,"poissonmbobalanced","digits","image",3
"2138",7,98.5595661613153,7,"poissonmbobalanced","digits","image",3
"2139",8,97.3409473347991,8,"poissonmbobalanced","digits","image",3
"2140",9,100,9,"poissonmbobalanced","digits","image",3
"2141",0,97.8944954376017,0,"poisson2","digits","image",3
"2142",1,98.1873005678419,1,"poisson2","digits","image",3
"2143",2,100,2,"poisson2","digits","image",3
"2144",3,99.0813577225958,3,"poisson2","digits","image",3
"2145",4,97.9867599067136,4,"poisson2","digits","image",3
"2146",5,100,5,"poisson2","digits","image",3
"2147",6,100,6,"poisson2","digits","image",3
"2148",7,98.7524361948767,7,"poisson2","digits","image",3
"2149",8,99.9699174291905,8,"poisson2","digits","image",3
"2150",9,100,9,"poisson2","digits","image",3
"2151",0,100,0,"poisson","digits","image",3
"2152",1,100,1,"poisson","digits","image",3
"2153",2,99.9246928319997,2,"poisson","digits","image",3
"2154",3,100,3,"poisson","digits","image",3
"2155",4,100,4,"poisson","digits","image",3
"2156",5,96.7433658147006,5,"poisson","digits","image",3
"2157",6,95.126107107977,6,"poisson","digits","image",3
"2158",7,98.8929504132196,7,"poisson","digits","image",3
"2159",8,100,8,"poisson","digits","image",3
"2160",9,94.7858828271123,9,"poisson","digits","image",3
"2161",0,95.9366798627734,0,"poissonbalanced","digits","image",3
"2162",1,100,1,"poissonbalanced","digits","image",3
"2163",2,99.4664649459211,2,"poissonbalanced","digits","image",3
"2164",3,100,3,"poissonbalanced","digits","image",3
"2165",4,100,4,"poissonbalanced","digits","image",3
"2166",5,98.2164751376867,5,"poissonbalanced","digits","image",3
"2167",6,100,6,"poissonbalanced","digits","image",3
"2168",7,99.3704293805455,7,"poissonbalanced","digits","image",3
"2169",8,99.9616810483883,8,"poissonbalanced","digits","image",3
"2170",9,99.4117052499141,9,"poissonbalanced","digits","image",3
"2171",0,96.0448117376966,0,"poissonvolume","digits","image",3
"2172",1,95.6011511909128,1,"poissonvolume","digits","image",3
"2173",2,100,2,"poissonvolume","digits","image",3
"2174",3,95.2061369361129,3,"poissonvolume","digits","image",3
"2175",4,100,4,"poissonvolume","digits","image",3
"2176",5,99.0176383328756,5,"poissonvolume","digits","image",3
"2177",6,99.5675472134004,6,"poissonvolume","digits","image",3
"2178",7,100,7,"poissonvolume","digits","image",3
"2179",8,99.177496863175,8,"poissonvolume","digits","image",3
"2180",9,100,9,"poissonvolume","digits","image",3
"2181",0,100,0,"poissonmbo","digits","image",3
"2182",1,100,1,"poissonmbo","digits","image",3
"2183",2,98.8494518926847,2,"poissonmbo","digits","image",3
"2184",3,100,3,"poissonmbo","digits","image",3
"2185",4,96.2233356620241,4,"poissonmbo","digits","image",3
"2186",5,99.3386591940269,5,"poissonmbo","digits","image",3
"2187",6,98.6317283542113,6,"poissonmbo","digits","image",3
"2188",7,97.0774981309385,7,"poissonmbo","digits","image",3
"2189",8,97.5200227355461,8,"poissonmbo","digits","image",3
"2190",9,99.3002764157591,9,"poissonmbo","digits","image",3
"2191",0,98.2301705059105,0,"sparselabelpropagation","digits","image",3
"2192",1,98.6251723879042,1,"sparselabelpropagation","digits","image",3
"2193",2,96.6864648982456,2,"sparselabelpropagation","digits","image",3
"2194",3,94.6628753306024,3,"sparselabelpropagation","digits","image",3
"2195",4,100,4,"sparselabelpropagation","digits","image",3
"2196",5,97.9989529270188,5,"sparselabelpropagation","digits","image",3
"2197",6,96.4280860100821,6,"sparselabelpropagation","digits","image",3
"2198",7,98.0587333644781,7,"sparselabelpropagation","digits","image",3
"2199",8,99.0253388553693,8,"sparselabelpropagation","digits","image",3
"2200",9,98.7595219162805,9,"sparselabelpropagation","digits","image",3
"2201",0,100,0,"centeredkernel","digits","image",3
"2202",1,98.1445490809169,1,"centeredkernel","digits","image",3
"2203",2,98.1818608374725,2,"centeredkernel","digits","image",3
"2204",3,97.8229350867338,3,"centeredkernel","digits","image",3
"2205",4,98.0848660816079,4,"centeredkernel","digits","image",3
"2206",5,100,5,"centeredkernel","digits","image",3
"2207",6,100,6,"centeredkernel","digits","image",3
"2208",7,99.8360728608095,7,"centeredkernel","digits","image",3
"2209",8,96.3201715142447,8,"centeredkernel","digits","image",3
"2210",9,100,9,"centeredkernel","digits","image",3
"2211",0,100,0,"laplace","fashionmnist","image",3
"2212",1,98.3502536972884,1,"laplace","fashionmnist","image",3
"2213",2,99.3832813797486,2,"laplace","fashionmnist","image",3
"2214",3,99.0888955523343,3,"laplace","fashionmnist","image",3
"2215",4,98.6781761402761,4,"laplace","fashionmnist","image",3
"2216",5,100,5,"laplace","fashionmnist","image",3
"2217",6,100,6,"laplace","fashionmnist","image",3
"2218",7,95.8807662251661,7,"laplace","fashionmnist","image",3
"2219",8,100,8,"laplace","fashionmnist","image",3
"2220",9,96.0336835038644,9,"laplace","fashionmnist","image",3
"2221",0,95.0276901038385,0,"randomwalk","fashionmnist","image",3
"2222",1,97.9322149342439,1,"randomwalk","fashionmnist","image",3
"2223",2,100,2,"randomwalk","fashionmnist","image",3
"2224",3,100,3,"randomwalk","fashionmnist","image",3
"2225",4,94.5233879307389,4,"randomwalk","fashionmnist","image",3
"2226",5,100,5,"randomwalk","fashionmnist","image",3
"2227",6,100,6,"randomwalk","fashionmnist","image",3
"2228",7,100,7,"randomwalk","fashionmnist","image",3
"2229",8,98.3657957670124,8,"randomwalk","fashionmnist","image",3
"2230",9,98.3826292412357,9,"randomwalk","fashionmnist","image",3
"2231",0,100,0,"wnll","fashionmnist","image",3
"2232",1,100,1,"wnll","fashionmnist","image",3
"2233",2,100,2,"wnll","fashionmnist","image",3
"2234",3,95.9843997989895,3,"wnll","fashionmnist","image",3
"2235",4,92.3960226849717,4,"wnll","fashionmnist","image",3
"2236",5,93.8445969913852,5,"wnll","fashionmnist","image",3
"2237",6,100,6,"wnll","fashionmnist","image",3
"2238",7,94.2288092162304,7,"wnll","fashionmnist","image",3
"2239",8,99.8936881575079,8,"wnll","fashionmnist","image",3
"2240",9,92.8086196312681,9,"wnll","fashionmnist","image",3
"2241",0,100,0,"mean_shifted_laplace","fashionmnist","image",3
"2242",1,96.9575725095115,1,"mean_shifted_laplace","fashionmnist","image",3
"2243",2,100,2,"mean_shifted_laplace","fashionmnist","image",3
"2244",3,100,3,"mean_shifted_laplace","fashionmnist","image",3
"2245",4,97.6326969521916,4,"mean_shifted_laplace","fashionmnist","image",3
"2246",5,99.9283500543247,5,"mean_shifted_laplace","fashionmnist","image",3
"2247",6,100,6,"mean_shifted_laplace","fashionmnist","image",3
"2248",7,100,7,"mean_shifted_laplace","fashionmnist","image",3
"2249",8,99.2187436947048,8,"mean_shifted_laplace","fashionmnist","image",3
"2250",9,100,9,"mean_shifted_laplace","fashionmnist","image",3
"2251",0,100,0,"poissonmbo_old","fashionmnist","image",3
"2252",1,100,1,"poissonmbo_old","fashionmnist","image",3
"2253",2,100,2,"poissonmbo_old","fashionmnist","image",3
"2254",3,97.6034349794973,3,"poissonmbo_old","fashionmnist","image",3
"2255",4,100,4,"poissonmbo_old","fashionmnist","image",3
"2256",5,97.4403514203475,5,"poissonmbo_old","fashionmnist","image",3
"2257",6,98.4673957321534,6,"poissonmbo_old","fashionmnist","image",3
"2258",7,100,7,"poissonmbo_old","fashionmnist","image",3
"2259",8,100,8,"poissonmbo_old","fashionmnist","image",3
"2260",9,100,9,"poissonmbo_old","fashionmnist","image",3
"2261",0,97.0998246693472,0,"poissonmbobalanced","fashionmnist","image",3
"2262",1,100,1,"poissonmbobalanced","fashionmnist","image",3
"2263",2,100,2,"poissonmbobalanced","fashionmnist","image",3
"2264",3,100,3,"poissonmbobalanced","fashionmnist","image",3
"2265",4,100,4,"poissonmbobalanced","fashionmnist","image",3
"2266",5,100,5,"poissonmbobalanced","fashionmnist","image",3
"2267",6,100,6,"poissonmbobalanced","fashionmnist","image",3
"2268",7,93.7587256055177,7,"poissonmbobalanced","fashionmnist","image",3
"2269",8,98.3526174114213,8,"poissonmbobalanced","fashionmnist","image",3
"2270",9,98.2488263096062,9,"poissonmbobalanced","fashionmnist","image",3
"2271",0,100,0,"poisson2","fashionmnist","image",3
"2272",1,96.8807557994826,1,"poisson2","fashionmnist","image",3
"2273",2,100,2,"poisson2","fashionmnist","image",3
"2274",3,97.6584682762518,3,"poisson2","fashionmnist","image",3
"2275",4,100,4,"poisson2","fashionmnist","image",3
"2276",5,97.3305062819177,5,"poisson2","fashionmnist","image",3
"2277",6,100,6,"poisson2","fashionmnist","image",3
"2278",7,100,7,"poisson2","fashionmnist","image",3
"2279",8,96.7320604182184,8,"poisson2","fashionmnist","image",3
"2280",9,98.9767384441788,9,"poisson2","fashionmnist","image",3
"2281",0,100,0,"poisson","fashionmnist","image",3
"2282",1,100,1,"poisson","fashionmnist","image",3
"2283",2,100,2,"poisson","fashionmnist","image",3
"2284",3,96.2565323923981,3,"poisson","fashionmnist","image",3
"2285",4,91.9657761591886,4,"poisson","fashionmnist","image",3
"2286",5,99.8420918363479,5,"poisson","fashionmnist","image",3
"2287",6,97.3795946177863,6,"poisson","fashionmnist","image",3
"2288",7,100,7,"poisson","fashionmnist","image",3
"2289",8,100,8,"poisson","fashionmnist","image",3
"2290",9,99.5018702183108,9,"poisson","fashionmnist","image",3
"2291",0,100,0,"poissonbalanced","fashionmnist","image",3
"2292",1,97.3356495948047,1,"poissonbalanced","fashionmnist","image",3
"2293",2,100,2,"poissonbalanced","fashionmnist","image",3
"2294",3,98.0332248430057,3,"poissonbalanced","fashionmnist","image",3
"2295",4,100,4,"poissonbalanced","fashionmnist","image",3
"2296",5,100,5,"poissonbalanced","fashionmnist","image",3
"2297",6,97.7989199923507,6,"poissonbalanced","fashionmnist","image",3
"2298",7,100,7,"poissonbalanced","fashionmnist","image",3
"2299",8,100,8,"poissonbalanced","fashionmnist","image",3
"2300",9,100,9,"poissonbalanced","fashionmnist","image",3
"2301",0,100,0,"poissonvolume","fashionmnist","image",3
"2302",1,99.3295965937474,1,"poissonvolume","fashionmnist","image",3
"2303",2,100,2,"poissonvolume","fashionmnist","image",3
"2304",3,95.5661135175482,3,"poissonvolume","fashionmnist","image",3
"2305",4,96.762827384828,4,"poissonvolume","fashionmnist","image",3
"2306",5,100,5,"poissonvolume","fashionmnist","image",3
"2307",6,99.0320482360397,6,"poissonvolume","fashionmnist","image",3
"2308",7,96.5635020999718,7,"poissonvolume","fashionmnist","image",3
"2309",8,100,8,"poissonvolume","fashionmnist","image",3
"2310",9,99.0046242619037,9,"poissonvolume","fashionmnist","image",3
"2311",0,98.0790427656649,0,"poissonmbo","fashionmnist","image",3
"2312",1,100,1,"poissonmbo","fashionmnist","image",3
"2313",2,100,2,"poissonmbo","fashionmnist","image",3
"2314",3,98.3284942073141,3,"poissonmbo","fashionmnist","image",3
"2315",4,100,4,"poissonmbo","fashionmnist","image",3
"2316",5,100,5,"poissonmbo","fashionmnist","image",3
"2317",6,100,6,"poissonmbo","fashionmnist","image",3
"2318",7,100,7,"poissonmbo","fashionmnist","image",3
"2319",8,100,8,"poissonmbo","fashionmnist","image",3
"2320",9,99.12539942167,9,"poissonmbo","fashionmnist","image",3
"2321",0,99.2372459159048,0,"sparselabelpropagation","fashionmnist","image",3
"2322",1,100,1,"sparselabelpropagation","fashionmnist","image",3
"2323",2,100,2,"sparselabelpropagation","fashionmnist","image",3
"2324",3,100,3,"sparselabelpropagation","fashionmnist","image",3
"2325",4,100,4,"sparselabelpropagation","fashionmnist","image",3
"2326",5,100,5,"sparselabelpropagation","fashionmnist","image",3
"2327",6,98.1595239619134,6,"sparselabelpropagation","fashionmnist","image",3
"2328",7,99.3288814384566,7,"sparselabelpropagation","fashionmnist","image",3
"2329",8,99.7047319115889,8,"sparselabelpropagation","fashionmnist","image",3
"2330",9,100,9,"sparselabelpropagation","fashionmnist","image",3
"2331",0,94.5180824565609,0,"centeredkernel","fashionmnist","image",3
"2332",1,100,1,"centeredkernel","fashionmnist","image",3
"2333",2,97.6514335964954,2,"centeredkernel","fashionmnist","image",3
"2334",3,94.3363937422553,3,"centeredkernel","fashionmnist","image",3
"2335",4,95.3310309210927,4,"centeredkernel","fashionmnist","image",3
