"","...1","accuracy","seed","algorithm","dataset","task","SD"
"1580",9,100,9,"randomwalk","iris","numeric",3
"1581",0,100,0,"wnll","iris","numeric",3
"1582",1,100,1,"wnll","iris","numeric",3
"1583",2,95.8725752551891,2,"wnll","iris","numeric",3
"1584",3,97.3808177835248,3,"wnll","iris","numeric",3
"1585",4,98.6738547197074,4,"wnll","iris","numeric",3
"1586",5,100,5,"wnll","iris","numeric",3
"1587",6,98.0376324636453,6,"wnll","iris","numeric",3
"1588",7,100,7,"wnll","iris","numeric",3
"1589",8,98.5215109859219,8,"wnll","iris","numeric",3
"1590",9,95.5845269857462,9,"wnll","iris","numeric",3
"1591",0,99.1240663592227,0,"mean_shifted_laplace","iris","numeric",3
"1592",1,100,1,"mean_shifted_laplace","iris","numeric",3
"1593",2,98.9031443604206,2,"mean_shifted_laplace","iris","numeric",3
"1594",3,100,3,"mean_shifted_laplace","iris","numeric",3
"1595",4,100,4,"mean_shifted_laplace","iris","numeric",3
"1596",5,100,5,"mean_shifted_laplace","iris","numeric",3
"1597",6,99.790226685614,6,"mean_shifted_laplace","iris","numeric",3
"1598",7,100,7,"mean_shifted_laplace","iris","numeric",3
"1599",8,100,8,"mean_shifted_laplace","iris","numeric",3
"1600",9,100,9,"mean_shifted_laplace","iris","numeric",3
"1601",0,100,0,"poissonmbo_old","iris","numeric",3
"1602",1,99.0292908847406,1,"poissonmbo_old","iris","numeric",3
"1603",2,97.6496087818972,2,"poissonmbo_old","iris","numeric",3
"1604",3,100,3,"poissonmbo_old","iris","numeric",3
"1605",4,97.0353507413185,4,"poissonmbo_old","iris","numeric",3
"1606",5,100,5,"poissonmbo_old","iris","numeric",3
"1607",6,98.526293619515,6,"poissonmbo_old","iris","numeric",3
"1608",7,98.4910525432618,7,"poissonmbo_old","iris","numeric",3
"1609",8,96.6461206082405,8,"poissonmbo_old","iris","numeric",3
"1610",9,94.5219343291173,9,"poissonmbo_old","iris","numeric",3
"1611",0,97.2219059001543,0,"poissonmbobalanced","iris","numeric",3
"1612",1,96.2715721693352,1,"poissonmbobalanced","iris","numeric",3
"1613",2,97.8603256316819,2,"poissonmbobalanced","iris","numeric",3
"1614",3,97.4749568075503,3,"poissonmbobalanced","iris","numeric",3
"1615",4,100,4,"poissonmbobalanced","iris","numeric",3
"1616",5,96.1760068930936,5,"poissonmbobalanced","iris","numeric",3
"1617",6,98.580117668653,6,"poissonmbobalanced","iris","numeric",3
"1618",7,99.8266852792992,7,"poissonmbobalanced","iris","numeric",3
"1619",8,100,8,"poissonmbobalanced","iris","numeric",3
"1620",9,100,9,"poissonmbobalanced","iris","numeric",3
"1621",0,94.3091163486032,0,"poisson2","iris","numeric",3
"1622",1,95.5089830751326,1,"poisson2","iris","numeric",3
"1623",2,98.4649784388073,2,"poisson2","iris","numeric",3
"1624",3,100,3,"poisson2","iris","numeric",3
"1625",4,100,4,"poisson2","iris","numeric",3
"1626",5,98.5761774802243,5,"poisson2","iris","numeric",3
"1627",6,100,6,"poisson2","iris","numeric",3
"1628",7,100,7,"poisson2","iris","numeric",3
"1629",8,100,8,"poisson2","iris","numeric",3
"1630",9,100,9,"poisson2","iris","numeric",3
"1631",0,98.5277135033311,0,"poisson","iris","numeric",3
"1632",1,95.1853060542134,1,"poisson","iris","numeric",3
"1633",2,98.1078615382437,2,"poisson","iris","numeric",3
"1634",3,100,3,"poisson","iris","numeric",3
"1635",4,99.475154305947,4,"poisson","iris","numeric",3
"1636",5,97.0402457405812,5,"poisson","iris","numeric",3
"1637",6,100,6,"poisson","iris","numeric",3
"1638",7,100,7,"poisson","iris","numeric",3
"1639",8,100,8,"poisson","iris","numeric",3
"1640",9,98.3432676910272,9,"poisson","iris","numeric",3
"1641",0,99.8303127707682,0,"poissonbalanced","iris","numeric",3
"1642",1,100,1,"poissonbalanced","iris","numeric",3
"1643",2,100,2,"poissonbalanced","iris","numeric",3
"1644",3,100,3,"poissonbalanced","iris","numeric",3
"1645",4,97.509687189341,4,"poissonbalanced","iris","numeric",3
"1646",5,99.8152512633864,5,"poissonbalanced","iris","numeric",3
"1647",6,99.8567143034192,6,"poissonbalanced","iris","numeric",3
"1648",7,95.6117773155411,7,"poissonbalanced","iris","numeric",3
"1649",8,94.965430019221,8,"poissonbalanced","iris","numeric",3
"1650",9,95.6379486311123,9,"poissonbalanced","iris","numeric",3
"1651",0,97.9116204642266,0,"poissonvolume","iris","numeric",3
"1652",1,99.8439978945792,1,"poissonvolume","iris","numeric",3
"1653",2,100,2,"poissonvolume","iris","numeric",3
"1654",3,100,3,"poissonvolume","iris","numeric",3
"1655",4,100,4,"poissonvolume","iris","numeric",3
"1656",5,96.709072157464,5,"poissonvolume","iris","numeric",3
"1657",6,100,6,"poissonvolume","iris","numeric",3
"1658",7,97.1714155435133,7,"poissonvolume","iris","numeric",3
"1659",8,98.2900751521577,8,"poissonvolume","iris","numeric",3
"1660",9,96.6832966785889,9,"poissonvolume","iris","numeric",3
"1661",0,98.4958658713586,0,"poissonmbo","iris","numeric",3
"1662",1,99.8801517503273,1,"poissonmbo","iris","numeric",3
"1663",2,99.1515384176473,2,"poissonmbo","iris","numeric",3
"1664",3,100,3,"poissonmbo","iris","numeric",3
"1665",4,100,4,"poissonmbo","iris","numeric",3
"1666",5,96.9471130717829,5,"poissonmbo","iris","numeric",3
"1667",6,98.6084472037986,6,"poissonmbo","iris","numeric",3
"1668",7,99.5890420800743,7,"poissonmbo","iris","numeric",3
"1669",8,100,8,"poissonmbo","iris","numeric",3
"1670",9,100,9,"poissonmbo","iris","numeric",3
"1671",0,99.629688751258,0,"sparselabelpropagation","iris","numeric",3
"1672",1,100,1,"sparselabelpropagation","iris","numeric",3
"1673",2,100,2,"sparselabelpropagation","iris","numeric",3
"1674",3,100,3,"sparselabelpropagation","iris","numeric",3
"1675",4,99.4720330115081,4,"sparselabelpropagation","iris","numeric",3
"1676",5,100,5,"sparselabelpropagation","iris","numeric",3
"1677",6,99.9686881063779,6,"sparselabelpropagation","iris","numeric",3
"1678",7,94.4838781752617,7,"sparselabelpropagation","iris","numeric",3
"1679",8,95.8373273044948,8,"sparselabelpropagation","iris","numeric",3
"1680",9,98.1812593655899,9,"sparselabelpropagation","iris","numeric",3
"1681",0,91.7449055131763,0,"centeredkernel","iris","numeric",3
"1682",1,100,1,"centeredkernel","iris","numeric",3
"1683",2,96.8560063606265,2,"centeredkernel","iris","numeric",3
"1684",3,96.892209721627,3,"centeredkernel","iris","numeric",3
"1685",4,99.5851658953229,4,"centeredkernel","iris","numeric",3
"1686",5,100,5,"centeredkernel","iris","numeric",3
"1687",6,100,6,"centeredkernel","iris","numeric",3
"1688",7,97.4353062909031,7,"centeredkernel","iris","numeric",3
"1689",8,97.7815368496501,8,"centeredkernel","iris","numeric",3
"1690",9,99.1872546261258,9,"centeredkernel","iris","numeric",3
"1691",0,56.9662275620025,0,"laplace","german","numeric",3
"1692",1,60.8846217900418,1,"laplace","german","numeric",3
"1693",2,52.9212742315594,2,"laplace","german","numeric",3
"1694",3,55.5723567586368,3,"laplace","german","numeric",3
"1695",4,58.6655592988374,4,"laplace","german","numeric",3
"1696",5,64.8034354257121,5,"laplace","german","numeric",3
"1697",6,52.7284717232084,6,"laplace","german","numeric",3
"1698",7,58.7530764589198,7,"laplace","german","numeric",3
"1699",8,64.2046890370839,8,"laplace","german","numeric",3
"1700",9,59.2212045164176,9,"laplace","german","numeric",3
"1701",0,59.4644654902459,0,"randomwalk","german","numeric",3
"1702",1,55.2774401974037,1,"randomwalk","german","numeric",3
"1703",2,57.9673230361082,2,"randomwalk","german","numeric",3
"1704",3,58.9661113716082,3,"randomwalk","german","numeric",3
"1705",4,60.3930723253627,4,"randomwalk","german","numeric",3
"1706",5,60.9853387988296,5,"randomwalk","german","numeric",3
"1707",6,58.4736944336254,6,"randomwalk","german","numeric",3
"1708",7,58.2043638065235,7,"randomwalk","german","numeric",3
"1709",8,59.7610889057851,8,"randomwalk","german","numeric",3
"1710",9,55.7477654729112,9,"randomwalk","german","numeric",3
"1711",0,58.5470275387959,0,"wnll","german","numeric",3
"1712",1,53.8055246538692,1,"wnll","german","numeric",3
"1713",2,55.6878669100594,2,"wnll","german","numeric",3
"1714",3,64.4557983294328,3,"wnll","german","numeric",3
"1715",4,57.0832992238638,4,"wnll","german","numeric",3
"1716",5,61.43789615945,5,"wnll","german","numeric",3
"1717",6,55.7348935272207,6,"wnll","german","numeric",3
"1718",7,58.5307647797636,7,"wnll","german","numeric",3
"1719",8,62.303441137333,8,"wnll","german","numeric",3
"1720",9,60.5750991735208,9,"wnll","german","numeric",3
"1721",0,58.6283766302668,0,"mean_shifted_laplace","german","numeric",3
"1722",1,55.8185843073327,1,"mean_shifted_laplace","german","numeric",3
"1723",2,57.3791295259422,2,"mean_shifted_laplace","german","numeric",3
"1724",3,53.2970663953136,3,"mean_shifted_laplace","german","numeric",3
"1725",4,66.5292102939765,4,"mean_shifted_laplace","german","numeric",3
"1726",5,58.9431448531079,5,"mean_shifted_laplace","german","numeric",3
"1727",6,54.7511098934299,6,"mean_shifted_laplace","german","numeric",3
"1728",7,62.3054578132893,7,"mean_shifted_laplace","german","numeric",3
"1729",8,59.3657652841183,8,"mean_shifted_laplace","german","numeric",3
"1730",9,62.4971116360001,9,"mean_shifted_laplace","german","numeric",3
"1731",0,62.4358395263872,0,"poissonmbo_old","german","numeric",3
"1732",1,60.8221537754455,1,"poissonmbo_old","german","numeric",3
"1733",2,57.9277105830682,2,"poissonmbo_old","german","numeric",3
"1734",3,53.099129255454,3,"poissonmbo_old","german","numeric",3
"1735",4,61.8082525806613,4,"poissonmbo_old","german","numeric",3
"1736",5,60.8984490780197,5,"poissonmbo_old","german","numeric",3
"1737",6,60.7322031191505,6,"poissonmbo_old","german","numeric",3
"1738",7,64.1493814225687,7,"poissonmbo_old","german","numeric",3
"1739",8,64.0306008894569,8,"poissonmbo_old","german","numeric",3
"1740",9,59.7544142084499,9,"poissonmbo_old","german","numeric",3
"1741",0,55.2669547979727,0,"poissonmbobalanced","german","numeric",3
"1742",1,56.4348413005177,1,"poissonmbobalanced","german","numeric",3
"1743",2,60.1433804710864,2,"poissonmbobalanced","german","numeric",3
"1744",3,63.2367030725218,3,"poissonmbobalanced","german","numeric",3
"1745",4,60.0314569702615,4,"poissonmbobalanced","german","numeric",3
"1746",5,54.4865533425534,5,"poissonmbobalanced","german","numeric",3
"1747",6,57.9801923616471,6,"poissonmbobalanced","german","numeric",3
"1748",7,59.1766861817097,7,"poissonmbobalanced","german","numeric",3
"1749",8,57.6768648278279,8,"poissonmbobalanced","german","numeric",3
"1750",9,65.3412395855843,9,"poissonmbobalanced","german","numeric",3
"1751",0,55.5390023073169,0,"poisson2","german","numeric",3
"1752",1,60.3479052641537,1,"poisson2","german","numeric",3
"1753",2,63.6843997958715,2,"poisson2","german","numeric",3
"1754",3,62.7806819514972,3,"poisson2","german","numeric",3
"1755",4,52.0329469353137,4,"poisson2","german","numeric",3
"1756",5,62.2613432817881,5,"poisson2","german","numeric",3
"1757",6,57.164582496918,6,"poisson2","german","numeric",3
"1758",7,62.7813524029411,7,"poisson2","german","numeric",3
"1759",8,43.9887790689741,8,"poisson2","german","numeric",3
"1760",9,66.7923339492448,9,"poisson2","german","numeric",3
"1761",0,58.1912863721465,0,"poisson","german","numeric",3
"1762",1,63.6845255086984,1,"poisson","german","numeric",3
"1763",2,59.2721140714605,2,"poisson","german","numeric",3
"1764",3,64.8739195955818,3,"poisson","german","numeric",3
"1765",4,58.7889086672815,4,"poisson","german","numeric",3
"1766",5,62.9518493082572,5,"poisson","german","numeric",3
"1767",6,65.0720220914342,6,"poisson","german","numeric",3
"1768",7,56.0463531481084,7,"poisson","german","numeric",3
"1769",8,55.4067918794243,8,"poisson","german","numeric",3
"1770",9,59.4112526275196,9,"poisson","german","numeric",3
"1771",0,63.6044301846719,0,"poissonbalanced","german","numeric",3
"1772",1,65.5824307557633,1,"poissonbalanced","german","numeric",3
"1773",2,58.7748781533691,2,"poissonbalanced","german","numeric",3
"1774",3,57.7739645804107,3,"poissonbalanced","german","numeric",3
"1775",4,57.7635530670093,4,"poissonbalanced","german","numeric",3
"1776",5,64.4142239127132,5,"poissonbalanced","german","numeric",3
"1777",6,59.9149507585644,6,"poissonbalanced","german","numeric",3
"1778",7,62.7207618481154,7,"poissonbalanced","german","numeric",3
"1779",8,60.0584841279648,8,"poissonbalanced","german","numeric",3
"1780",9,61.2960109325708,9,"poissonbalanced","german","numeric",3
"1781",0,57.9187884548561,0,"poissonvolume","german","numeric",3
"1782",1,64.3040663144979,1,"poissonvolume","german","numeric",3
"1783",2,59.3569563458775,2,"poissonvolume","german","numeric",3
"1784",3,64.549616908838,3,"poissonvolume","german","numeric",3
"1785",4,61.1847433669762,4,"poissonvolume","german","numeric",3
"1786",5,56.7119068221132,5,"poissonvolume","german","numeric",3
"1787",6,58.5713576460115,6,"poissonvolume","german","numeric",3
"1788",7,63.2351427458645,7,"poissonvolume","german","numeric",3
"1789",8,63.735482892275,8,"poissonvolume","german","numeric",3
"1790",9,64.12794886051,9,"poissonvolume","german","numeric",3
"1791",0,55.0033882023622,0,"poissonmbo","german","numeric",3
"1792",1,59.3166095264537,1,"poissonmbo","german","numeric",3
"1793",2,62.0597318855311,2,"poissonmbo","german","numeric",3
"1794",3,57.1793618422005,3,"poissonmbo","german","numeric",3
"1795",4,54.5039437615804,4,"poissonmbo","german","numeric",3
"1796",5,56.6725704557305,5,"poissonmbo","german","numeric",3
"1797",6,59.988124816106,6,"poissonmbo","german","numeric",3
"1798",7,62.2146592075313,7,"poissonmbo","german","numeric",3
"1799",8,56.7459719746568,8,"poissonmbo","german","numeric",3
"1800",9,65.1493681361715,9,"poissonmbo","german","numeric",3
"1801",0,68.2538591974097,0,"sparselabelpropagation","german","numeric",3
"1802",1,58.1647512340689,1,"sparselabelpropagation","german","numeric",3
"1803",2,66.9302161464763,2,"sparselabelpropagation","german","numeric",3
"1804",3,59.2458949543996,3,"sparselabelpropagation","german","numeric",3
"1805",4,61.7014672907469,4,"sparselabelpropagation","german","numeric",3
"1806",5,53.1416473310601,5,"sparselabelpropagation","german","numeric",3
"1807",6,52.9742493724204,6,"sparselabelpropagation","german","numeric",3
"1808",7,58.7908143688739,7,"sparselabelpropagation","german","numeric",3
"1809",8,51.7147844963845,8,"sparselabelpropagation","german","numeric",3
"1810",9,62.0655415603555,9,"sparselabelpropagation","german","numeric",3
"1811",0,56.7467987005061,0,"centeredkernel","german","numeric",3
"1812",1,62.5670433843384,1,"centeredkernel","german","numeric",3
"1813",2,57.7870139414015,2,"centeredkernel","german","numeric",3
"1814",3,62.5300774103612,3,"centeredkernel","german","numeric",3
"1815",4,58.1976562401217,4,"centeredkernel","german","numeric",3
"1816",5,61.2088740548334,5,"centeredkernel","german","numeric",3
"1817",6,54.6963257916126,6,"centeredkernel","german","numeric",3
"1818",7,50.5757788264709,7,"centeredkernel","german","numeric",3
"1819",8,63.9275477810955,8,"centeredkernel","german","numeric",3
"1820",9,60.1031303790061,9,"centeredkernel","german","numeric",3
"1821",0,100,0,"laplace","wine","numeric",3
"1822",1,98.4806225117757,1,"laplace","wine","numeric",3
"1823",2,100,2,"laplace","wine","numeric",3
"1824",3,94.9408218331676,3,"laplace","wine","numeric",3
"1825",4,94.6834661666636,4,"laplace","wine","numeric",3
"1826",5,93.0061735686018,5,"laplace","wine","numeric",3
"1827",6,100,6,"laplace","wine","numeric",3
"1828",7,97.3380121085415,7,"laplace","wine","numeric",3
"1829",8,94.5913563548617,8,"laplace","wine","numeric",3
"1830",9,100,9,"laplace","wine","numeric",3
"1831",0,98.4251599608789,0,"randomwalk","wine","numeric",3
"1832",1,100,1,"randomwalk","wine","numeric",3
"1833",2,97.6192125481488,2,"randomwalk","wine","numeric",3
"1834",3,92.4790315206223,3,"randomwalk","wine","numeric",3
"1835",4,100,4,"randomwalk","wine","numeric",3
"1836",5,99.9882763857876,5,"randomwalk","wine","numeric",3
"1837",6,100,6,"randomwalk","wine","numeric",3
"1838",7,99.8399882369511,7,"randomwalk","wine","numeric",3
"1839",8,100,8,"randomwalk","wine","numeric",3
"1840",9,100,9,"randomwalk","wine","numeric",3
"1841",0,99.5992792298072,0,"wnll","wine","numeric",3
"1842",1,100,1,"wnll","wine","numeric",3
"1843",2,99.8475855814126,2,"wnll","wine","numeric",3
"1844",3,97.9180883717282,3,"wnll","wine","numeric",3
"1845",4,100,4,"wnll","wine","numeric",3
"1846",5,100,5,"wnll","wine","numeric",3
"1847",6,100,6,"wnll","wine","numeric",3
"1848",7,96.679876583726,7,"wnll","wine","numeric",3
"1849",8,96.5930731935756,8,"wnll","wine","numeric",3
"1850",9,100,9,"wnll","wine","numeric",3
"1851",0,100,0,"mean_shifted_laplace","wine","numeric",3
"1852",1,100,1,"mean_shifted_laplace","wine","numeric",3
"1853",2,96.4930999477135,2,"mean_shifted_laplace","wine","numeric",3
"1854",3,95.5842902683504,3,"mean_shifted_laplace","wine","numeric",3
"1855",4,100,4,"mean_shifted_laplace","wine","numeric",3
"1856",5,94.0131912637788,5,"mean_shifted_laplace","wine","numeric",3
"1857",6,96.3685418261253,6,"mean_shifted_laplace","wine","numeric",3
"1858",7,99.8862228617644,7,"mean_shifted_laplace","wine","numeric",3
"1859",8,100,8,"mean_shifted_laplace","wine","numeric",3
"1860",9,100,9,"mean_shifted_laplace","wine","numeric",3
"1861",0,97.897952111735,0,"poissonmbo_old","wine","numeric",3
"1862",1,99.2224676011327,1,"poissonmbo_old","wine","numeric",3
"1863",2,100,2,"poissonmbo_old","wine","numeric",3
"1864",3,100,3,"poissonmbo_old","wine","numeric",3
"1865",4,100,4,"poissonmbo_old","wine","numeric",3
"1866",5,99.9685067340197,5,"poissonmbo_old","wine","numeric",3
"1867",6,100,6,"poissonmbo_old","wine","numeric",3
"1868",7,97.9622333128279,7,"poissonmbo_old","wine","numeric",3
"1869",8,96.9977569344068,8,"poissonmbo_old","wine","numeric",3
"1870",9,100,9,"poissonmbo_old","wine","numeric",3
"1871",0,97.7091035531541,0,"poissonmbobalanced","wine","numeric",3
"1872",1,95.8213338085053,1,"poissonmbobalanced","wine","numeric",3
"1873",2,100,2,"poissonmbobalanced","wine","numeric",3
"1874",3,99.7003498353378,3,"poissonmbobalanced","wine","numeric",3
"1875",4,98.2010361844872,4,"poissonmbobalanced","wine","numeric",3
"1876",5,99.6532046160064,5,"poissonmbobalanced","wine","numeric",3
"1877",6,100,6,"poissonmbobalanced","wine","numeric",3
"1878",7,93.4188101352672,7,"poissonmbobalanced","wine","numeric",3
"1879",8,100,8,"poissonmbobalanced","wine","numeric",3
"1880",9,95.2892444322176,9,"poissonmbobalanced","wine","numeric",3
"1881",0,100,0,"poisson2","wine","numeric",3
"1882",1,100,1,"poisson2","wine","numeric",3
"1883",2,99.2548347399222,2,"poisson2","wine","numeric",3
"1884",3,98.0688830721787,3,"poisson2","wine","numeric",3
"1885",4,100,4,"poisson2","wine","numeric",3
"1886",5,95.8311962640023,5,"poisson2","wine","numeric",3
"1887",6,100,6,"poisson2","wine","numeric",3
"1888",7,98.4675672647929,7,"poisson2","wine","numeric",3
"1889",8,97.9878138955999,8,"poisson2","wine","numeric",3
"1890",9,98.1004321641231,9,"poisson2","wine","numeric",3
"1891",0,96.5462009445811,0,"poisson","wine","numeric",3
"1892",1,94.4816431361119,1,"poisson","wine","numeric",3
"1893",2,100,2,"poisson","wine","numeric",3
"1894",3,95.1679387030768,3,"poisson","wine","numeric",3
"1895",4,96.6009401477188,4,"poisson","wine","numeric",3
"1896",5,98.4814229951242,5,"poisson","wine","numeric",3
"1897",6,96.1581113025808,6,"poisson","wine","numeric",3
"1898",7,96.7646616225929,7,"poisson","wine","numeric",3
"1899",8,100,8,"poisson","wine","numeric",3
"1900",9,100,9,"poisson","wine","numeric",3
"1901",0,96.6491981445799,0,"poissonbalanced","wine","numeric",3
"1902",1,100,1,"poissonbalanced","wine","numeric",3
"1903",2,96.4281788228132,2,"poissonbalanced","wine","numeric",3
"1904",3,97.6763759951721,3,"poissonbalanced","wine","numeric",3
"1905",4,100,4,"poissonbalanced","wine","numeric",3
"1906",5,96.8766342822503,5,"poissonbalanced","wine","numeric",3
"1907",6,97.0285953203369,6,"poissonbalanced","wine","numeric",3
"1908",7,100,7,"poissonbalanced","wine","numeric",3
"1909",8,99.8326033442572,8,"poissonbalanced","wine","numeric",3
"1910",9,100,9,"poissonbalanced","wine","numeric",3
"1911",0,95.5100809455704,0,"poissonvolume","wine","numeric",3
"1912",1,97.788780235784,1,"poissonvolume","wine","numeric",3
"1913",2,100,2,"poissonvolume","wine","numeric",3
"1914",3,100,3,"poissonvolume","wine","numeric",3
"1915",4,96.0936131754501,4,"poissonvolume","wine","numeric",3
"1916",5,96.2719650338145,5,"poissonvolume","wine","numeric",3
"1917",6,100,6,"poissonvolume","wine","numeric",3
"1918",7,99.3853812421649,7,"poissonvolume","wine","numeric",3
"1919",8,98.6587203288147,8,"poissonvolume","wine","numeric",3
"1920",9,100,9,"poissonvolume","wine","numeric",3
"1921",0,94.8933891332979,0,"poissonmbo","wine","numeric",3
"1922",1,100,1,"poissonmbo","wine","numeric",3
"1923",2,98.2165377567236,2,"poissonmbo","wine","numeric",3
"1924",3,100,3,"poissonmbo","wine","numeric",3
"1925",4,100,4,"poissonmbo","wine","numeric",3
"1926",5,98.7750655008891,5,"poissonmbo","wine","numeric",3
"1927",6,99.0863753807647,6,"poissonmbo","wine","numeric",3
"1928",7,100,7,"poissonmbo","wine","numeric",3
"1929",8,97.7007405155988,8,"poissonmbo","wine","numeric",3
"1930",9,100,9,"poissonmbo","wine","numeric",3
"1931",0,100,0,"sparselabelpropagation","wine","numeric",3
"1932",1,100,1,"sparselabelpropagation","wine","numeric",3
"1933",2,100,2,"sparselabelpropagation","wine","numeric",3
"1934",3,100,3,"sparselabelpropagation","wine","numeric",3
"1935",4,100,4,"sparselabelpropagation","wine","numeric",3
"1936",5,92.3184817866422,5,"sparselabelpropagation","wine","numeric",3
"1937",6,97.6855080565341,6,"sparselabelpropagation","wine","numeric",3
"1938",7,97.2087899002759,7,"sparselabelpropagation","wine","numeric",3
"1939",8,95.8489892438989,8,"sparselabelpropagation","wine","numeric",3
"1940",9,100,9,"sparselabelpropagation","wine","numeric",3
"1941",0,97.130856010806,0,"centeredkernel","wine","numeric",3
"1942",1,98.1606165548205,1,"centeredkernel","wine","numeric",3
"1943",2,100,2,"centeredkernel","wine","numeric",3
"1944",3,100,3,"centeredkernel","wine","numeric",3
"1945",4,94.4228409259452,4,"centeredkernel","wine","numeric",3
"1946",5,100,5,"centeredkernel","wine","numeric",3
"1947",6,97.1263768476455,6,"centeredkernel","wine","numeric",3
"1948",7,99.2292907741739,7,"centeredkernel","wine","numeric",3
"1949",8,100,8,"centeredkernel","wine","numeric",3
"1950",9,96.8380027356712,9,"centeredkernel","wine","numeric",3
"1951",0,76.0113485958137,0,"laplace","musk","image",3
"1952",1,85.4415326075291,1,"laplace","musk","image",3
"1953",2,83.8889414936526,2,"laplace","musk","image",3
"1954",3,72.6929765153537,3,"laplace","musk","image",3
"1955",4,78.3794252118668,4,"laplace","musk","image",3
"1956",5,75.1209797036506,5,"laplace","musk","image",3
"1957",6,79.5520433986915,6,"laplace","musk","image",3
"1958",7,81.2159632999293,7,"laplace","musk","image",3
"1959",8,77.7858741256262,8,"laplace","musk","image",3
"1960",9,83.1509064470293,9,"laplace","musk","image",3
"1961",0,74.229268183183,0,"randomwalk","musk","image",3
"1962",1,78.3783465139884,1,"randomwalk","musk","image",3
"1963",2,77.2650813932197,2,"randomwalk","musk","image",3
"1964",3,75.7486496000761,3,"randomwalk","musk","image",3
"1965",4,82.6514680404688,4,"randomwalk","musk","image",3
"1966",5,65.8061462627214,5,"randomwalk","musk","image",3
"1967",6,70.0562430420386,6,"randomwalk","musk","image",3
"1968",7,80.2672377982384,7,"randomwalk","musk","image",3
"1969",8,73.7526297599429,8,"randomwalk","musk","image",3
"1970",9,80.2917271496072,9,"randomwalk","musk","image",3
"1971",0,74.1839804162594,0,"wnll","musk","image",3
"1972",1,83.6803296066412,1,"wnll","musk","image",3
"1973",2,77.7823580194662,2,"wnll","musk","image",3
"1974",3,79.5626807456624,3,"wnll","musk","image",3
"1975",4,80.2370392900779,4,"wnll","musk","image",3
"1976",5,86.1185789313731,5,"wnll","musk","image",3
"1977",6,87.6351457298281,6,"wnll","musk","image",3
"1978",7,88.2678745077525,7,"wnll","musk","image",3
"1979",8,79.058739729287,8,"wnll","musk","image",3
"1980",9,80.830419213272,9,"wnll","musk","image",3
"1981",0,76.6758313382829,0,"mean_shifted_laplace","musk","image",3
"1982",1,79.6293455964334,1,"mean_shifted_laplace","musk","image",3
"1983",2,83.5981417971004,2,"mean_shifted_laplace","musk","image",3
"1984",3,82.1341876437865,3,"mean_shifted_laplace","musk","image",3
"1985",4,76.2631272469338,4,"mean_shifted_laplace","musk","image",3
"1986",5,77.5824682844054,5,"mean_shifted_laplace","musk","image",3
"1987",6,86.2583740197007,6,"mean_shifted_laplace","musk","image",3
"1988",7,78.7981595624811,7,"mean_shifted_laplace","musk","image",3
"1989",8,84.1276715430772,8,"mean_shifted_laplace","musk","image",3
"1990",9,89.3065840017245,9,"mean_shifted_laplace","musk","image",3
"1991",0,73.1289988702531,0,"poissonmbo_old","musk","image",3
"1992",1,82.4870186037664,1,"poissonmbo_old","musk","image",3
"1993",2,81.6726192125895,2,"poissonmbo_old","musk","image",3
"1994",3,85.025893236526,3,"poissonmbo_old","musk","image",3
"1995",4,79.7650838345009,4,"poissonmbo_old","musk","image",3
"1996",5,78.8932336448238,5,"poissonmbo_old","musk","image",3
"1997",6,74.8183963281762,6,"poissonmbo_old","musk","image",3
"1998",7,81.608023940263,7,"poissonmbo_old","musk","image",3
"1999",8,79.7254079310592,8,"poissonmbo_old","musk","image",3
"2000",9,74.0729058302877,9,"poissonmbo_old","musk","image",3
"2001",0,74.1902596707452,0,"poissonmbobalanced","musk","image",3
"2002",1,80.1042825530139,1,"poissonmbobalanced","musk","image",3
"2003",2,75.7535830864171,2,"poissonmbobalanced","musk","image",3
"2004",3,82.287852988727,3,"poissonmbobalanced","musk","image",3
"2005",4,77.9550823035046,4,"poissonmbobalanced","musk","image",3
"2006",5,84.0595861071072,5,"poissonmbobalanced","musk","image",3
"2007",6,83.6411318633125,6,"poissonmbobalanced","musk","image",3
"2008",7,78.0630837626561,7,"poissonmbobalanced","musk","image",3
"2009",8,75.8745947777823,8,"poissonmbobalanced","musk","image",3
"2010",9,81.4304525091226,9,"poissonmbobalanced","musk","image",3
"2011",0,57.3310294082296,0,"poisson2","musk","image",3
"2012",1,57.7936165103291,1,"poisson2","musk","image",3
"2013",2,53.9326250009461,2,"poisson2","musk","image",3
"2014",3,63.9117967535292,3,"poisson2","musk","image",3
"2015",4,48.459332180445,4,"poisson2","musk","image",3
"2016",5,52.413355556972,5,"poisson2","musk","image",3
"2017",6,68.9512227265182,6,"poisson2","musk","image",3
"2018",7,62.4479936277132,7,"poisson2","musk","image",3
"2019",8,63.1767978745163,8,"poisson2","musk","image",3
"2020",9,62.1940236030585,9,"poisson2","musk","image",3
"2021",0,74.7882263111069,0,"poisson","musk","image",3
"2022",1,76.0967047026302,1,"poisson","musk","image",3
"2023",2,81.5772931039878,2,"poisson","musk","image",3
"2024",3,65.0445099082526,3,"poisson","musk","image",3
"2025",4,67.8487236478318,4,"poisson","musk","image",3
"2026",5,71.558786453253,5,"poisson","musk","image",3
"2027",6,78.7023779211085,6,"poisson","musk","image",3
"2028",7,75.038284744256,7,"poisson","musk","image",3
"2029",8,79.4520196102313,8,"poisson","musk","image",3
